sensor_count,received_mean,received_std,avg_latency_ms_mean,avg_latency_ms_std,max_latency_ms_mean,max_latency_ms_std,avg_jitter_ms_mean,avg_jitter_ms_std,max_jitter_ms_mean,max_jitter_ms_std
34,728.5617647058823,2.5767141825336064,175.31729411764707,0.5189592007633212,216.7420588235294,0.4906002486734711,1.7472536176470588,0.038022799963086315,146.5030705882353,7.775004664234837
36,385.0944444444445,2.3018972910505617,169.17936388888887,0.3861381022296112,205.10245,0.4509958581029964,0.8681965138888887,0.014814927937353081,3.4727382222222225,0.1981289342545857
38,465.36315789473684,205.155464626344,171.98857105263158,6.838847603070225,223.70766578947365,89.70347257348475,1.214939968421053,0.49366426443792083,73.24112344736841,98.86206140682658
40,247.3125,95.34965132051843,157.0799625,5.732285300241776,185.78419,0.3837579746185483,1.49396681,0.5574601995916315,47.111570625000006,71.4739870809456
42,324.3047619047619,141.73654041349036,159.57413095238095,6.566995387832682,177.72459285714288,0.49103617445364484,1.5619631190476189,0.5928097866441019,62.66644702380954,44.824656591564086
44,303.45681818181816,199.06392956637754,152.15290681818183,8.981232613976273,170.11117727272728,0.4817745043810708,1.2168159204545455,0.38341917480218496,6.171052318181819,0.19664807129715225
46,223.71521739130435,216.77333723592466,142.75845869565217,7.943635080272566,163.6608652173913,0.6608637004570533,1.4384336652173915,0.43402969722613344,7.0232983913043485,0.6551122488818273
48,177.27708333333334,106.57823892224424,141.50477708333332,7.751265918183892,161.88109375000002,2.4130592696803337,1.5844158104166666,0.3857921838530133,7.643963791666666,0.48718423793388566
50,258.35,182.51229176262194,143.701298,8.632795065626578,161.73853,2.225388244923667,1.617387084,0.6205485512793794,9.26582342,0.6594286125093015
52,295.34423076923076,270.0469077477509,142.777675,9.031622976994456,159.03973461538462,3.146228298086739,1.627223228846154,0.5542659540384254,10.663337326923076,0.920186368304263
54,184.09444444444446,157.49756180024633,139.8666277777778,6.294718027647305,158.0311851851852,2.163330676365165,1.967309555555555,0.4704581184973521,12.324723351851851,0.8820697770215491
56,240.99642857142857,151.81692158179018,141.56781249999997,6.985508442963993,156.65513035714287,1.3843079316982236,1.7948006178571425,0.6518204975958457,14.116884517857141,1.0125079238556078
58,129.40517241379308,98.46588647838182,133.3960051724138,4.998390629221201,152.4229603448276,1.9813146190936364,2.376905689655172,0.587808286333632,14.271421258620691,0.7838439762004321
60,188.86333333333334,138.9628380468127,133.87526333333332,8.175046361505576,149.4619383333333,2.4648919813065318,2.20165439,0.8416151132020048,16.32418165,1.5735108267083253
62,227.77419354838713,171.48618020457567,133.44253709677417,7.7873482442776005,147.82888225806454,2.0219459704888365,2.1671747532258063,0.9461421624422859,17.635205532258063,1.808066909546739
64,145.859375,117.87680375593528,129.76244078125,6.591260663951741,144.88415937500002,2.0522677856347022,2.4925723390625,0.8481102396916635,18.18511690625,0.6987499354227538
66,155.04545454545456,130.9898812695107,126.81824848484848,8.131502621250908,142.434253030303,1.978665273786781,2.585481203030303,1.0315201872802122,17.32836774242424,1.287587754772679
68,190.93529411764706,241.53716086120886,121.53043602941177,11.425950402493898,139.69640705882355,2.43183654698735,3.1503858029411766,1.4618497005706113,29.228242558823535,30.61193538534842
70,193.83142857142857,144.31840252068497,126.77072285714287,6.194668498709025,138.41878,1.6493313600233446,2.2537529914285717,1.065240592557827,20.176743801428568,2.8294930572789156
