sensor_count,received_mean,received_std,avg_latency_ms_mean,avg_latency_ms_std,max_latency_ms_mean,max_latency_ms_std,avg_jitter_ms_mean,avg_jitter_ms_std,max_jitter_ms_mean,max_jitter_ms_std
2,18000.1,0.21081851067789195,0.45561014699999997,0.21142573291774555,9.072704,10.977174028500333,0.09518698500000002,0.00435286468572709,8.6549575,11.080855210529215
4,18000.125,0.21245914639969937,0.49494768874999984,0.20864652707516487,8.6494765,5.004144505270411,0.12492940500000001,0.0029785967019535994,7.665440500000001,4.412704772618805
6,18000.083333333332,0.1800205749555868,0.5866646483333333,0.21116655187702082,9.453443166666666,4.738162034441663,0.13235986666666666,0.003679068589037109,8.781007166666667,4.5438068996787875
8,18000.2375,0.32516021691877783,0.6662393321250001,0.20924347941948887,6.887851875,2.89135838086111,0.13770673625,0.003059935949989222,6.272581874999999,2.810836459385321
10,18000.04,0.08432740427146355,0.742112533,0.21423575161112762,8.5886708,4.8472799293941895,0.11859877999999999,0.004625216133611723,7.8432735000000005,4.68268342179577
12,17999.933333333334,0.18757714462320976,0.8288700200000001,0.21055959572493496,6.804212333333334,1.5491104950851116,0.11607827,0.0024006425171647625,6.029459583333333,1.455644935374636
14,18000.057142857142,0.14599723539760737,0.9261631899999999,0.20804969251355415,6.975241857142857,2.764322018760046,0.11881203142857144,0.003340734468303646,5.752817071428572,1.8104310563541839
16,18000.0875,0.20026024734496528,1.027561491875,0.2071752385627697,7.997736937499999,3.783821240452205,0.12256977875000001,0.0032150492530655175,6.988116687499999,3.771125818474
18,18000.038888888892,0.12015650516640031,1.1157827694444442,0.19792745159462508,8.114495,4.2474677782799315,0.12498339611111113,0.003555341740162519,7.065433277777776,4.230931639763551
20,18000.024999999998,0.08249579113808755,1.2149720800000001,0.1913141321440253,10.95988265,12.601496800524133,0.12574709499999998,0.0029892096123343716,9.763265299999999,12.614816378421803
22,17999.977272727272,0.183389673286245,1.3030753163636364,0.1912156925325135,7.442148545454545,3.066877480908163,0.13271512272727273,0.003302586312711046,6.197857636363636,2.9834884791715233
24,17999.991666666665,0.06148873228180051,1.3952404408333337,0.18470060169099603,8.021504458333334,3.8850827684235534,0.13254127166666668,0.004999739951238934,6.630339208333334,3.7319645762475875
26,18000.026923076923,0.1994815766137735,1.4907891616923075,0.18250658705561554,7.284291192307694,0.9711974270349317,0.13089645384615384,0.0024755518025716293,5.820272384615384,0.9131038540130603
28,17999.814285714285,0.34740698032305567,1.581142672642857,0.18022472644504653,10.967810285714284,12.210698368668352,0.13104649285714287,0.003715628460681452,9.408407821428572,12.129092264720008
30,17999.903333333335,0.1221717067323958,1.6616156413333332,0.1734748764039779,8.227299366666667,2.5710254567912987,0.13641665166666667,0.003493244401063806,6.5994213,2.4699433236823016
32,17999.89375,0.1268953527736755,1.770352054390625,0.17546841335762275,9.03734025,3.9162027299280364,0.1322281978125,0.0027012373056514733,7.240542843749999,3.6531415154146845
34,17999.711764705884,0.7448141874175752,1.8520030938823528,0.17240332810459855,13.19024505882353,10.46488356834617,0.1376869,0.004122927958322042,11.207627382352939,10.36780409537798
